decision_id	run_accession	study_accession	sample_accession	identity_status	protocol_status	evidence	reference	review_date
REV2_SRR35653649	SRR35653649	PRJNA1335855	SAMN52025841	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025841;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705855	2026-09-14
REV2_SRR35653650	SRR35653650	PRJNA1335855	SAMN52025841	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025841;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705854	2026-09-14
REV2_SRR35653651	SRR35653651	PRJNA1335855	SAMN52025841	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025841;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705853	2026-09-14
REV2_SRR35653652	SRR35653652	PRJNA1335855	SAMN52025840	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025840;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705852	2026-09-14
REV2_SRR35653653	SRR35653653	PRJNA1335855	SAMN52025840	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025840;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705851	2026-09-14
REV2_SRR35653654	SRR35653654	PRJNA1335855	SAMN52025840	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN52025840;https://www.ebi.ac.uk/ena/browser/api/xml/SRX30705850	2026-09-14
REV2_SRR36663584	SRR36663584	PRJNA1397461	SAMN54431539	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431539;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674370	2026-09-14
REV2_SRR36663585	SRR36663585	PRJNA1397461	SAMN54431538	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431538;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674369	2026-09-14
REV2_SRR36663586	SRR36663586	PRJNA1397461	SAMN54431537	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431537;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674368	2026-09-14
REV2_SRR36663587	SRR36663587	PRJNA1397461	SAMN54431536	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431536;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674367	2026-09-14
REV2_SRR36663588	SRR36663588	PRJNA1397461	SAMN54431535	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431535;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674366	2026-09-14
REV2_SRR36663589	SRR36663589	PRJNA1397461	SAMN54431534	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431534;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674365	2026-09-14
REV2_SRR36663590	SRR36663590	PRJNA1397461	SAMN54431533	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431533;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674364	2026-09-14
REV2_SRR36663591	SRR36663591	PRJNA1397461	SAMN54431532	target	review_required	Sample attributes: tissue=Chinese hamster ovary cell; IP/input library names; construction protocol absent. Identity resolved, assay eligibility unresolved.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431532;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674363	2026-09-14
REV2_SRR36663596	SRR36663596	PRJNA1397464	SAMN54431546	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431546;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674380	2026-09-14
REV2_SRR36663597	SRR36663597	PRJNA1397464	SAMN54431545	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431545;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674379	2026-09-14
REV2_SRR36663598	SRR36663598	PRJNA1397464	SAMN54431544	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431544;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674378	2026-09-14
REV2_SRR36663599	SRR36663599	PRJNA1397464	SAMN54431543	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431543;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674377	2026-09-14
REV2_SRR36663600	SRR36663600	PRJNA1397464	SAMN54431542	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431542;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674376	2026-09-14
REV2_SRR36663601	SRR36663601	PRJNA1397464	SAMN54431541	target		Sample attributes: tissue=Chinese hamster ovary cell	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN54431541;https://www.ebi.ac.uk/ena/browser/api/xml/SRX31674375	2026-09-14
REV2_SRR5812564	SRR5812564	PRJNA393479	SAMN07334547	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334547;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991083	2026-09-14
REV2_SRR5812565	SRR5812565	PRJNA393479	SAMN07334560	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334560;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991084	2026-09-14
REV2_SRR5812566	SRR5812566	PRJNA393479	SAMN07334559	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334559;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991085	2026-09-14
REV2_SRR5812567	SRR5812567	PRJNA393479	SAMN07334558	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334558;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991086	2026-09-14
REV2_SRR5812568	SRR5812568	PRJNA393479	SAMN07334557	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334557;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991087	2026-09-14
REV2_SRR5812569	SRR5812569	PRJNA393479	SAMN07334556	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334556;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991088	2026-09-14
REV2_SRR5812570	SRR5812570	PRJNA393479	SAMN07334555	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334555;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991089	2026-09-14
REV2_SRR5812571	SRR5812571	PRJNA393479	SAMN07334555	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334555;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991089	2026-09-14
REV2_SRR5812572	SRR5812572	PRJNA393479	SAMN07334554	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334554;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991090	2026-09-14
REV2_SRR5812573	SRR5812573	PRJNA393479	SAMN07334554	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334554;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991090	2026-09-14
REV2_SRR5812574	SRR5812574	PRJNA393479	SAMN07334553	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334553;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991091	2026-09-14
REV2_SRR5812575	SRR5812575	PRJNA393479	SAMN07334553	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334553;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991091	2026-09-14
REV2_SRR5812576	SRR5812576	PRJNA393479	SAMN07334552	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334552;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991092	2026-09-14
REV2_SRR5812577	SRR5812577	PRJNA393479	SAMN07334552	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334552;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991092	2026-09-14
REV2_SRR5812578	SRR5812578	PRJNA393479	SAMN07334551	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334551;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991093	2026-09-14
REV2_SRR5812579	SRR5812579	PRJNA393479	SAMN07334551	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334551;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991093	2026-09-14
REV2_SRR5812580	SRR5812580	PRJNA393479	SAMN07334550	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334550;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991094	2026-09-14
REV2_SRR5812581	SRR5812581	PRJNA393479	SAMN07334550	target	bulk_confirmed	Sample attributes: parental strain=CHOZN® GS-/-; parental strain=CHO cells; source_name=Chinese hamster ovary cells; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN07334550;https://www.ebi.ac.uk/ena/browser/api/xml/SRX2991094	2026-09-14
REV2_SRR7779168	SRR7779168	PRJNA489076	SAMN09948071	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948071;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634288	2026-09-14
REV2_SRR7779169	SRR7779169	PRJNA489076	SAMN09948070	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948070;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634289	2026-09-14
REV2_SRR7779170	SRR7779170	PRJNA489076	SAMN09948069	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948069;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634290	2026-09-14
REV2_SRR7779171	SRR7779171	PRJNA489076	SAMN09948086	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948086;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634291	2026-09-14
REV2_SRR7779172	SRR7779172	PRJNA489076	SAMN09948085	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948085;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634292	2026-09-14
REV2_SRR7779173	SRR7779173	PRJNA489076	SAMN09948084	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948084;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634293	2026-09-14
REV2_SRR7779174	SRR7779174	PRJNA489076	SAMN09948083	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948083;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634294	2026-09-14
REV2_SRR7779175	SRR7779175	PRJNA489076	SAMN09948082	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948082;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634295	2026-09-14
REV2_SRR7779176	SRR7779176	PRJNA489076	SAMN09948075	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948075;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634296	2026-09-14
REV2_SRR7779177	SRR7779177	PRJNA489076	SAMN09948081	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948081;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634297	2026-09-14
REV2_SRR7779178	SRR7779178	PRJNA489076	SAMN09948080	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948080;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634298	2026-09-14
REV2_SRR7779179	SRR7779179	PRJNA489076	SAMN09948079	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948079;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634299	2026-09-14
REV2_SRR7779180	SRR7779180	PRJNA489076	SAMN09948078	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948078;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634300	2026-09-14
REV2_SRR7779181	SRR7779181	PRJNA489076	SAMN09948077	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948077;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634301	2026-09-14
REV2_SRR7779182	SRR7779182	PRJNA489076	SAMN09948076	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948076;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634302	2026-09-14
REV2_SRR7779183	SRR7779183	PRJNA489076	SAMN09948074	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948074;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634303	2026-09-14
REV2_SRR7779184	SRR7779184	PRJNA489076	SAMN09948073	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948073;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634304	2026-09-14
REV2_SRR7779185	SRR7779185	PRJNA489076	SAMN09948072	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948072;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634305	2026-09-14
REV2_SRR7779186	SRR7779186	PRJNA489076	SAMN09948104	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948104;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634306	2026-09-14
REV2_SRR7779187	SRR7779187	PRJNA489076	SAMN09948103	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948103;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634307	2026-09-14
REV2_SRR7779188	SRR7779188	PRJNA489076	SAMN09948102	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948102;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634308	2026-09-14
REV2_SRR7779189	SRR7779189	PRJNA489076	SAMN09948101	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948101;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634309	2026-09-14
REV2_SRR7779190	SRR7779190	PRJNA489076	SAMN09948100	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948100;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634310	2026-09-14
REV2_SRR7779191	SRR7779191	PRJNA489076	SAMN09948099	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948099;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634311	2026-09-14
REV2_SRR7779192	SRR7779192	PRJNA489076	SAMN09948098	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948098;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634312	2026-09-14
REV2_SRR7779193	SRR7779193	PRJNA489076	SAMN09948097	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948097;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634313	2026-09-14
REV2_SRR7779194	SRR7779194	PRJNA489076	SAMN09948096	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948096;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634314	2026-09-14
REV2_SRR7779195	SRR7779195	PRJNA489076	SAMN09948095	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948095;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634315	2026-09-14
REV2_SRR7779196	SRR7779196	PRJNA489076	SAMN09948094	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948094;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634316	2026-09-14
REV2_SRR7779197	SRR7779197	PRJNA489076	SAMN09948093	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948093;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634317	2026-09-14
REV2_SRR7779198	SRR7779198	PRJNA489076	SAMN09948092	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948092;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634318	2026-09-14
REV2_SRR7779199	SRR7779199	PRJNA489076	SAMN09948091	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948091;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634319	2026-09-14
REV2_SRR7779200	SRR7779200	PRJNA489076	SAMN09948090	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948090;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634320	2026-09-14
REV2_SRR7779201	SRR7779201	PRJNA489076	SAMN09948089	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948089;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634321	2026-09-14
REV2_SRR7779202	SRR7779202	PRJNA489076	SAMN09948088	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948088;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634322	2026-09-14
REV2_SRR7779203	SRR7779203	PRJNA489076	SAMN09948087	target	bulk_confirmed	Sample attributes: strain=CHO-K1; experiment protocol describes RNA extraction from cell cultures/pellets.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMN09948087;https://www.ebi.ac.uk/ena/browser/api/xml/SRX4634323	2026-09-14
REV2_SRR070303	SRR070303		SAMN00115256		other_assay	Individual protocol selects 18-36 nt small RNA; dedicated miRNA library, outside conventional RNA expression matrix.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX028119	2026-09-14
HGPRT_SRR32329211	SRR32329211	PRJNA1223323	SAMN46814182		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664153	2026-09-14
HGPRT_SRR32329213	SRR32329213	PRJNA1223323	SAMN46814184		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664151	2026-09-14
HGPRT_SRR32329205	SRR32329205	PRJNA1223323	SAMN46814176		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664159	2026-09-14
HGPRT_SRR32329207	SRR32329207	PRJNA1223323	SAMN46814178		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664157	2026-09-14
HGPRT_SRR32329208	SRR32329208	PRJNA1223323	SAMN46814179		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664156	2026-09-14
HGPRT_SRR32329209	SRR32329209	PRJNA1223323	SAMN46814180		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664155	2026-09-14
HGPRT_SRR32329212	SRR32329212	PRJNA1223323	SAMN46814183		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664152	2026-09-14
HGPRT_SRR32329206	SRR32329206	PRJNA1223323	SAMN46814177		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664158	2026-09-14
HGPRT_SRR32329210	SRR32329210	PRJNA1223323	SAMN46814181		other_assay	CHO cDNA amplified with HGPRT-specific primers; targeted assay, outside whole-transcriptome expression matrix. Prior TFM decision independently checked against individual experiment.	https://www.ebi.ac.uk/ena/browser/api/xml/SRX27664154	2026-09-14
